date,station,type,units,unit_size,capacity (MW),EAF %,PCLF %,UCLF %,OCLF %,OUCLF %
2018/08/01,non_coal_total,total,,,8163,90.21601617,1.24985912,3.8446233,4.689501409,8.534124709
2018/09/01,non_coal_total,total,,,8163,85.4407044,9.199998775,2.987428641,2.371868186,5.359296827
2018/10/01,non_coal_total,total,,,8163,80.52753767,16.58513659,2.815602107,0.071723631,2.887325738
2018/11/01,non_coal_total,total,,,8163,75.94702438,21.14650129,2.885872841,0.020601495,2.906474335
2018/12/01,non_coal_total,total,,,8163,77.70341786,14.54363592,7.627514394,0.125431827,7.752946221
2019/01/01,non_coal_total,total,,,8163,91.24280657,6.670565968,1.922693863,0.163933603,2.086627465
2019/02/01,non_coal_total,total,,,8163,89.58038711,8.42278329,1.84816244,0.148667157,1.996829597
2019/03/01,non_coal_total,total,,,8163,89.14048512,8.654728654,2.06631508,0.13847115,2.204786231
2019/04/01,non_coal_total,total,,,8163,90.84026338,7.937100331,1.153902977,0.068733309,1.222636286
2019/05/01,non_coal_total,total,,,8163,87.87968271,6.177636898,5.804677202,0.138003185,5.942680387
2019/06/01,non_coal_total,total,,,8163,89.01690187,7.821146637,3.07599902,0.085952468,3.161951488
2019/07/01,non_coal_total,total,,,8163,90.88392013,6.571147862,2.403481563,0.141450447,2.54493201
2019/08/01,non_coal_total,total,,,8163,95.22809629,3.903253706,0.629682715,0.238967291,0.868650006
2019/09/01,non_coal_total,total,,,8163,91.56379885,6.065772388,1.665717261,0.704711503,2.370428764
2019/10/01,non_coal_total,total,,,8163,86.76190004,11.70421046,1.517747152,0.01614235,1.533889501
2019/11/01,non_coal_total,total,,,8163,82.70100943,13.72041161,3.144236188,0.434342766,3.578578954
2019/12/01,non_coal_total,total,,,8163,83.87380742,10.93803626,4.855152517,0.333003798,5.188156315
2020/01/01,non_coal_total,total,,,8163,91.05416391,3.429396055,5.004956511,0.511483523,5.516440034
2020/02/01,non_coal_total,total,,,8163,90.53668382,4.87015558,4.432217322,0.160943281,4.593160603
2020/03/01,non_coal_total,total,,,8163,88.38218792,4.44123484,5.589440157,1.587137082,7.176577239
2020/04/01,non_coal_total,total,,,8163,94.44872596,0.370915105,1.823823349,3.356535587,5.180358937
2020/05/01,non_coal_total,total,,,8163,94.39051452,1.603656744,1.802276124,2.203552615,4.005828739
2020/06/01,non_coal_total,total,,,8163,92.57242313,5.284391768,2.031093961,0.112091143,2.143185104
2020/07/01,non_coal_total,total,,,8163,88.06610437,6.993853975,2.496965576,2.443076075,4.940041651
2020/08/01,non_coal_total,total,,,8163,81.23244763,13.84709298,2.345724611,2.574734779,4.92045939
2020/09/01,non_coal_total,total,,,8163,78.8346282,18.96029768,2.179485483,0.025588632,2.205074115
2020/10/01,non_coal_total,total,,,8163,81.54284209,9.706143575,7.261721181,1.489293152,8.751014333
2020/11/01,non_coal_total,total,,,8163,87.65826902,6.857737351,3.785475928,1.698517702,5.48399363
2020/12/01,non_coal_total,total,,,8163,90.47448977,1.485460002,4.769893422,3.270156805,8.040050227
2021/01/01,non_coal_total,total,,,8163,80.93674262,3.377213034,12.53891951,3.147124832,15.68604435
2021/02/01,non_coal_total,total,,,8163,79.64053044,9.390803626,7.334590224,3.634075707,10.96866593
2021/03/01,non_coal_total,total,,,8163,83.46724121,12.09570134,2.622510107,1.814547348,4.437057454
2021/04/01,non_coal_total,total,,,8163,84.49837927,11.18055004,4.276028421,0.045042264,4.321070685
2021/05/01,non_coal_total,total,,,8163,82.89215362,3.994332966,12.81005023,0.303463188,13.11351341
2021/06/01,non_coal_total,total,,,8163,88.8168247,3.013122626,7.670094328,0.499958349,8.170052677
2021/07/01,non_coal_total,total,,,8163,91.68732574,5.433192454,2.492568908,0.3869129,2.879481808
2021/08/01,non_coal_total,total,,,8163,91.92188656,4.21709053,3.549059169,0.311963739,3.861022908
2021/09/01,non_coal_total,total,,,8157,91.97777492,5.576134608,2.424290793,0.021799681,2.446090474
2021/10/01,non_coal_total,total,,,8157,89.94992154,5.210741694,4.796693637,0.042643129,4.839336766
2021/11/01,non_coal_total,total,,,8157,89.98629766,8.032448204,1.9484688,0.032785338,1.981254138
2021/12/01,non_coal_total,total,,,8157,87.58041682,10.37415104,1.534984676,0.510447468,2.045432144
2022/01/01,non_coal_total,total,,,8157,81.37491725,13.1781047,4.195996077,1.250981979,5.446978056
2022/02/01,non_coal_total,total,,,8157,79.38200932,16.76634424,3.380322422,0.471324016,3.851646439
2022/03/01,non_coal_total,total,,,8157,80.48155817,17.12407748,2.190302807,0.204061542,2.39436435
2022/04/01,non_coal_total,total,,,8157,80.59714601,16.40155082,2.656248621,0.345054554,3.001303175
2022/05/01,non_coal_total,total,,,8157,78.01668751,15.69421356,5.750550447,0.538548486,6.289098933
2022/06/01,non_coal_total,total,,,8157,74.08062891,14.31733113,10.36282212,1.23921785,11.60203997
2022/07/01,non_coal_total,total,,,8157,71.08103347,11.39019615,17.31558906,0.213181317,17.52877038
2017/01/01,non_coal_nuclear_total,total,,,5529,84.43013384,10.14652017,4.762054621,0.661291373,5.423345994
2017/02/01,non_coal_nuclear_total,total,,,5529,74.69298969,19.42727256,5.652861277,0.22687647,5.879737746
2017/03/01,non_coal_nuclear_total,total,,,5529,77.15951347,19.80999277,2.888695967,0.141797793,3.03049376
2017/04/01,non_coal_nuclear_total,total,,,5529,82.27516549,14.75185567,2.903816242,0.069162597,2.972978839
2017/05/01,non_coal_nuclear_total,total,,,5529,77.98968168,16.62631036,4.738827998,0.64517996,5.384007958
2017/06/01,non_coal_nuclear_total,total,,,5529,85.08554531,8.909508048,6.004946645,0,6.004946645
2017/07/01,non_coal_nuclear_total,total,,,5860,86.15087031,9.955955631,3.893174061,0,3.893174061
2017/08/01,non_coal_nuclear_total,total,,,5860,91.6203413,5.950245734,2.030098976,0.399313993,2.429412969
2017/09/01,non_coal_nuclear_total,total,,,6522,96.5633364,2.045188592,1.114296228,0.27717878,1.391475008
2017/10/01,non_coal_nuclear_total,total,,,6522,91.19277216,1.608032812,6.724402024,0.474793008,7.199195032
2017/11/01,non_coal_nuclear_total,total,,,6522,86.90127568,8.490481447,4.23799448,0.37024839,4.60824287
2017/12/01,non_coal_nuclear_total,total,,,6522,84.06285802,7.02341153,5.982522232,2.931208218,8.913730451
2018/01/01,non_coal_nuclear_total,total,,,6522,79.78179853,9.000472248,6.397287642,4.820441582,11.21772922
2018/02/01,non_coal_nuclear_total,total,,,6853,80.67935503,6.968619583,6.916439516,5.435585875,12.35202539
2018/03/01,non_coal_nuclear_total,total,,,6853,84.10686561,3.982754998,6.612164016,5.29821538,11.9103794
2018/04/01,non_coal_nuclear_total,total,,,6303,90.17041885,6.131684912,3.496385848,0.201510392,3.69789624
2018/05/01,non_coal_nuclear_total,total,,,6303,87.72322386,8.31057433,3.909652546,0.056549262,3.966201809
2018/06/01,non_coal_nuclear_total,total,,,6303,87.37757893,6.026243059,4.919284468,1.676893543,6.59617801
2018/07/01,non_coal_nuclear_total,total,,,6303,88.0930541,4.979270189,3.530855148,3.396820562,6.92767571
2018/08/01,non_coal_nuclear_total,total,,,6303,90.65748691,1.618689513,3.757458353,3.966365223,7.723823576
2018/09/01,non_coal_nuclear_total,total,,,6303,90.54610027,5.561445343,3.399806441,0.492647945,3.892454387
2018/10/01,non_coal_nuclear_total,total,,,6303,89.73680628,6.724491512,3.445813105,0.0928891,3.538702205
2018/11/01,non_coal_nuclear_total,total,,,6303,83.80164366,12.63190386,3.539771537,0.026680946,3.566452483
2018/12/01,non_coal_nuclear_total,total,,,6303,84.63036649,11.4284785,3.879041726,0.062113279,3.941155006
2019/01/01,non_coal_nuclear_total,total,,,6303,88.95367761,8.627229891,2.239243218,0.179849278,2.419092496
2019/02/01,non_coal_nuclear_total,total,,,6303,86.72100587,10.90832619,2.178129462,0.192538474,2.370667936
2019/03/01,non_coal_nuclear_total,total,,,6303,86.17784864,11.20871807,2.484266222,0.129167063,2.613433286
2019/04/01,non_coal_nuclear_total,total,,,6303,88.32020784,10.27931937,1.311456449,0.089016341,1.400472791
2019/05/01,non_coal_nuclear_total,total,,,6303,89.90690941,8.000642551,2.022906552,0.069541488,2.092448041
2019/06/01,non_coal_nuclear_total,total,,,6303,86.03845312,10.12914802,3.721082024,0.111316833,3.832398858
2019/07/01,non_coal_nuclear_total,total,,,6303,89.07612883,8.510277646,2.230401396,0.183192131,2.413593527
2019/08/01,non_coal_nuclear_total,total,,,6303,94.13862446,5.055094399,0.496795177,0.309485959,0.806281136
2019/09/01,non_coal_nuclear_total,total,,,6303,94.61917976,2.479089323,1.989060765,0.912670157,2.901730922
2019/10/01,non_coal_nuclear_total,total,,,6303,97.6102475,0.403215929,1.965630652,0.020905918,1.98653657
2019/11/01,non_coal_nuclear_total,total,,,6303,92.36280184,3.014393146,4.072092654,0.550712359,4.622805013
2019/12/01,non_coal_nuclear_total,total,,,6303,93.9141504,1.284815167,4.414026654,0.387007774,4.801034428
2020/01/01,non_coal_nuclear_total,total,,,6303,92.47481199,3.125267333,3.737499603,0.662421069,4.399920673
2020/02/01,non_coal_nuclear_total,total,,,6303,88.04803268,6.30732667,5.563095351,0.081545296,5.644640647
2020/03/01,non_coal_nuclear_total,total,,,6303,89.24451848,5.751832461,4.996128828,0.007520228,5.003649056
2020/04/01,non_coal_nuclear_total,total,,,6303,93.43321434,0.480371252,2.120049183,3.966365223,6.086414406
2020/05/01,non_coal_nuclear_total,total,,,6303,92.94763922,2.076891956,2.121653181,2.853815643,4.975468824
2020/06/01,non_coal_nuclear_total,total,,,6303,90.63139616,6.843802951,2.45635729,0.068443598,2.524800888
2020/07/01,non_coal_nuclear_total,total,,,6303,89.14796287,9.057723306,1.749473267,0.044840552,1.794313819
2020/08/01,non_coal_nuclear_total,total,,,6303,87.99090433,7.991499286,2.77530541,1.242290973,4.017596383
2020/09/01,non_coal_nuclear_total,total,,,6303,87.59448993,9.800556878,2.571813422,0.033139775,2.604953197
2020/10/01,non_coal_nuclear_total,total,,,6303,87.44858321,8.83741869,1.78521815,1.928779946,3.713998096
2020/11/01,non_coal_nuclear_total,total,,,6303,84.43529272,8.881438997,4.483522132,2.199746153,6.683268285
2020/12/01,non_coal_nuclear_total,total,,,6303,88.85277804,1.923815643,4.988234174,4.23517214,9.223406314
2021/01/01,non_coal_nuclear_total,total,,,6303,88.82373949,4.373820403,2.726606378,4.07583373,6.802440108
2021/02/01,non_coal_nuclear_total,total,,,6303,88.43164366,1.160769475,5.701104236,4.706482627,10.40758686
2021/03/01,non_coal_nuclear_total,total,,,6303,93.42892115,0.910234809,3.310828177,2.350015865,5.660844043
2021/04/01,non_coal_nuclear_total,total,,,6303,94.73778677,3.106842773,2.097036332,0.058334127,2.155370459
2021/05/01,non_coal_nuclear_total,total,,,6303,92.63986197,5.173050928,1.794072664,0.393014438,2.187087101
2021/06/01,non_coal_nuclear_total,total,,,6303,95.09261304,2.515329208,1.744562907,0.647494844,2.39205775
2021/07/01,non_coal_nuclear_total,total,,,6303,89.52052039,7.036514358,2.941875297,0.501089957,3.442965255
2021/08/01,non_coal_nuclear_total,total,,,6303,90.40859273,5.461543709,3.725840076,0.404023481,4.129863557
2021/09/01,non_coal_nuclear_total,total,,,6303,91.38882913,7.216330319,1.36662859,0.028211963,1.394840552
2021/10/01,non_coal_nuclear_total,total,,,6303,89.56162621,6.74345867,3.639728701,0.055186419,3.69491512
2021/11/01,non_coal_nuclear_total,total,,,6303,87.67616532,10.39515786,1.886247818,0.042429002,1.928676821
2021/12/01,non_coal_nuclear_total,total,,,6303,84.63614152,13.42566238,1.839420911,0.098775186,1.938196097
2022/01/01,non_coal_nuclear_total,total,,,6303,84.76198001,10.45964144,4.641919721,0.136458829,4.77837855
2022/02/01,non_coal_nuclear_total,total,,,6303,88.19814533,6.943745835,4.248146914,0.609961923,4.858108837
2022/03/01,non_coal_nuclear_total,total,,,6303,89.67995082,7.406704744,2.678673647,0.234670792,2.913344439
2022/04/01,non_coal_nuclear_total,total,,,6303,89.81777249,6.471650008,3.264026654,0.446550849,3.710577503
2022/05/01,non_coal_nuclear_total,total,,,6303,86.47828336,5.556252578,7.268503887,0.696960178,7.965464065
2022/06/01,non_coal_nuclear_total,total,,,6303,81.41974774,8.12772172,8.848802158,1.603728383,10.45253054
2022/07/01,non_coal_nuclear_total,total,,,6303,77.45547358,14.74057274,7.528066,0.275887673,7.803953673
